Date,FilingDate,FilingID,Company,Shares,Value,Form,Source,ParserMethod,DateQuality
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,"Juniper Networks, Inc.",6218303,146751951,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,Kmart Holding Corporation,1660998,145287495,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,Flextronics International Ltd.,10687928,141615046,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,VERITAS Software Corporation,7840274,139556877,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,EchoStar Communications Corporation,3947364,122841968,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,"Marvell Technology Group, Ltd.",4500880,117607994,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,Broadcom Corporation,4238042,115656166,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,"MedImmune, Inc.",4725391,111991767,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,"Sun Microsystems, Inc.",25718431,103902461,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,JDS Uniphase Corporation,28968058,97622355,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,"Expeditors International of Washington, Inc",1842884,95277103,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,"Whole Foods Market, Inc.",1081857,92812512,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,"Patterson Companies, Inc.",1164840,89180150,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,CDW Corporation,1531388,88866446,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,Smurfit-Stone Container Corporation,4407071,85364965,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,"VeriSign, Inc.",4270764,84902788,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,Microchip Technology Incorporated,3031509,81365702,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,"Millennium Pharmaceuticals, Inc.",5927062,81260020,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,"Express Scripts, Inc.",1226495,80139183,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,Pixar,1007645,79503191,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,"Siebel System, Inc.",10491352,79104794,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,"Garmin, Ltd.",1776697,76842145,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,Sandisk Corporation,2632150,76648208,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,Check Point Software Technologies Ltd.,4506046,76467601,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,Fastenal Company,1285030,74017728,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,"PETsMART, Inc.",2535432,71980914,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,DENTSPLY International Inc.,1369230,71117806,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,Sanmina-SCI Corporation,9855387,69480478,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,"Robinson (C.H.) Worldwide, Inc.",1495313,69367570,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,"Novellus System, Inc.",2575669,68487039,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,Sigma-Aldrich Corporation,1175531,68180798,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,"Comverse Technology, Inc.",3597834,67747214,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,Lamar Advertising Company,1505543,62645644,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,"Citrix Systems, Inc.",3559475,62362002,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,American Power Conversion Corporation,3568355,62053693,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,Mercury Interactive Corporation,1757312,61295043,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,"Ross Stores, Inc.",2571831,60283719,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,"Patterson-UTI Energy, Inc.",3052473,58210660,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,Lam Research Corporation,2451453,53637792,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,Career Education Corporation,1844989,52453037,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,"Dollar Tree Stores, Inc.",1934655,52138952,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,Molex Incorporated,1748347,52135708,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,Lincare Holdings Inc.,1707440,50728042,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,Gentex Corporation,1428557,50185207,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,Qlogic Corporation,1667835,49384594,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,Invitrogen Corporation,876223,48183503,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,NVIDIA Corporation,3189308,46308752,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,"BEA Systems, Inc.",6687669,46211793,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,"Henry Schein, Inc.",717837,44728423,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,"Cephalon, Inc.",919330,44035907,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,Intersil Corporation,2691931,42882461,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,"Synopsys, Inc.",2528002,40018272,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,"Tellabs, Inc.",4202456,38620571,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,Ryanair Holdings plc,1076158,31423814,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,"Level 3 Communications, Inc.",11932907,30906229,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,First Health Group Corp.,1686817,27140886,485BPOS,SEC,text-schedule,reported-as-of
2004-09-30,2005-01-31,2005-01-31_0001206774-05-000077_d16120_s-6.txt,Compuware Corporation,4220018,21733093,485BPOS,SEC,text-schedule,reported-as-of
2005-09-30,2006-01-31,2006-01-31_0001206774-06-000136_d18436-485bpos.txt,"QUALCOMM, Inc.",29791931,1333188912,485BPOS,SEC,text-schedule,reported-as-of
2005-09-30,2006-01-31,2006-01-31_0001206774-06-000136_d18436-485bpos.txt,"Apple Computer, Inc.",17482028,937211521,485BPOS,SEC,text-schedule,reported-as-of
2005-09-30,2006-01-31,2006-01-31_0001206774-06-000136_d18436-485bpos.txt,Intel Corporation,32226422,794381302,485BPOS,SEC,text-schedule,reported-as-of
2005-09-30,2006-01-31,2006-01-31_0001206774-06-000136_d18436-485bpos.txt,"Amgen, Inc.",8685917,692007007,485BPOS,SEC,text-schedule,reported-as-of
2005-09-30,2006-01-31,2006-01-31_0001206774-06-000136_d18436-485bpos.txt,"eBay, Inc.",15251480,628360976,485BPOS,SEC,text-schedule,reported-as-of
